input,output
"[19.0, 32.0, 82.0, 0.0, 0.0, 35.0, 385.0, 10.0, 40.0, 4.0, 1329.0, 0.0, 15.0, 0.0, 24.0, 1.0, 30.0, 81.0, 0.0, 20.0, 273.0, 42.0, 1.0, 486.0, 0.0, 1.0, 0.0, 242.0, 59.0, 0.0]",1.0
"[24.0, 18.0, 86.0, 0.0, 0.0, 30.0, 334.0, 13.0, 27.0, 3.0, 1242.0, 1.0, 10.0, 0.0, 24.0, 4.0, 22.0, 68.0, 0.0, 23.0, 244.0, 41.0, 4.0, 437.0, 0.0, 1.0, 0.0, 230.0, 67.0, 0.0]",0.0
"[15.0, 22.0, 65.0, 0.0, 0.0, 27.0, 310.0, 7.0, 28.0, 0.0, 1076.0, 1.0, 14.0, 0.0, 22.0, 1.0, 35.0, 85.0, 0.0, 21.0, 232.0, 53.0, 4.0, 398.0, 0.0, 3.0, 0.0, 227.0, 66.0, 0.0]",0.0
"[13.0, 22.0, 64.0, 3.0, 1.0, 21.0, 357.0, 16.0, 41.0, 1.0, 1209.0, 2.0, 7.0, 0.0, 42.0, 4.0, 26.0, 78.0, 0.0, 17.0, 232.0, 40.0, 4.0, 446.0, 0.0, 1.0, 0.0, 166.0, 60.0, 0.0]",1.0
"[20.0, 20.0, 61.0, 0.0, 0.0, 30.0, 279.0, 14.0, 24.0, 0.0, 1113.0, 1.0, 9.0, 0.0, 26.0, 0.0, 45.0, 56.0, 0.0, 10.0, 204.0, 42.0, 5.0, 389.0, 0.0, 3.0, 0.0, 176.0, 61.0, 0.0]",1.0
"[10.0, 28.0, 58.0, 0.0, 0.0, 48.0, 330.0, 14.0, 22.0, 0.0, 1127.0, 1.0, 15.0, 1.0, 33.0, 2.0, 44.0, 82.0, 0.0, 23.0, 242.0, 59.0, 0.0, 411.0, 0.0, 0.0, 0.0, 270.0, 67.0, 0.0]",0.0
"[18.0, 36.0, 80.0, 0.0, 0.0, 42.0, 366.0, 15.0, 36.0, 1.0, 1370.0, 0.0, 13.0, 5.0, 42.0, 2.0, 40.0, 85.0, 0.0, 19.0, 276.0, 65.0, 6.0, 459.0, 0.0, 1.0, 0.0, 204.0, 61.0, 0.0]",0.0
"[17.0, 26.0, 62.0, 0.0, 0.0, 70.0, 425.0, 13.0, 31.0, 1.0, 1149.0, 0.0, 19.0, 0.0, 29.0, 3.0, 35.0, 67.0, 0.0, 16.0, 248.0, 49.0, 1.0, 472.0, 0.0, 1.0, 0.0, 210.0, 84.0, 0.0]",0.0
"[19.0, 17.0, 72.0, 0.0, 2.0, 38.0, 394.0, 15.0, 33.0, 1.0, 1106.0, 3.0, 13.0, 0.0, 27.0, 2.0, 38.0, 75.0, 0.0, 8.0, 291.0, 58.0, 4.0, 469.0, 0.0, 0.0, 0.0, 145.0, 66.0, 0.0]",1.0
"[22.0, 26.0, 84.0, 0.0, 1.0, 27.0, 425.0, 9.0, 23.0, 1.0, 1114.0, 2.0, 18.0, 0.0, 31.0, 5.0, 39.0, 94.0, 0.0, 15.0, 325.0, 57.0, 2.0, 479.0, 1.0, 2.0, 3.0, 179.0, 64.0, 0.0]",0.0
"[31.0, 26.0, 59.0, 4.0, 0.0, 35.0, 303.0, 8.0, 26.0, 3.0, 2014.0, 11.0, 7.0, 1.0, 24.0, 5.0, 30.0, 77.0, 0.0, 18.0, 223.0, 55.0, 1.0, 455.0, 1.0, 1.0, 0.0, 149.0, 36.0, 0.0]",0.0
"[19.0, 32.0, 78.0, 0.0, 0.0, 30.0, 330.0, 14.0, 25.0, 4.0, 1338.0, 0.0, 15.0, 0.0, 27.0, 2.0, 32.0, 59.0, 0.0, 20.0, 233.0, 24.0, 1.0, 411.0, 1.0, 0.0, 0.0, 198.0, 62.0, 0.0]",1.0
"[27.0, 33.0, 77.0, 1.0, 1.0, 57.0, 314.0, 11.0, 34.0, 2.0, 1381.0, 0.0, 10.0, 1.0, 23.0, 1.0, 36.0, 52.0, 0.0, 19.0, 238.0, 53.0, 3.0, 462.0, 0.0, 0.0, 0.0, 224.0, 62.0, 0.0]",1.0
"[23.0, 53.0, 58.0, 0.0, 0.0, 36.0, 363.0, 20.0, 29.0, 2.0, 1269.0, 1.0, 11.0, 5.0, 32.0, 0.0, 32.0, 49.0, 0.0, 15.0, 253.0, 70.0, 3.0, 510.0, 0.0, 0.0, 0.0, 229.0, 62.0, 0.0]",0.0
"[22.0, 32.0, 90.0, 0.0, 0.0, 34.0, 323.0, 17.0, 37.0, 0.0, 1153.0, 0.0, 10.0, 1.0, 29.0, 2.0, 35.0, 48.0, 0.0, 23.0, 259.0, 57.0, 1.0, 473.0, 0.0, 1.0, 0.0, 168.0, 71.0, 0.0]",1.0
"[16.0, 25.0, 65.0, 1.0, 0.0, 25.0, 329.0, 19.0, 30.0, 0.0, 1267.0, 1.0, 22.0, 0.0, 23.0, 2.0, 32.0, 49.0, 0.0, 16.0, 226.0, 43.0, 0.0, 465.0, 0.0, 0.0, 0.0, 158.0, 85.0, 0.0]",0.0
"[11.0, 22.0, 93.0, 2.0, 0.0, 32.0, 346.0, 8.0, 24.0, 2.0, 1213.0, 1.0, 8.0, 0.0, 35.0, 3.0, 22.0, 90.0, 0.0, 26.0, 170.0, 35.0, 1.0, 488.0, 0.0, 1.0, 0.0, 156.0, 56.0, 0.0]",0.0
"[22.0, 19.0, 59.0, 1.0, 0.0, 32.0, 354.0, 12.0, 29.0, 2.0, 1255.0, 3.0, 16.0, 0.0, 26.0, 1.0, 26.0, 52.0, 0.0, 15.0, 325.0, 31.0, 1.0, 535.0, 0.0, 2.0, 0.0, 206.0, 54.0, 0.0]",0.0
"[20.0, 20.0, 114.0, 0.0, 0.0, 28.0, 336.0, 12.0, 14.0, 7.0, 1287.0, 2.0, 18.0, 0.0, 28.0, 2.0, 35.0, 52.0, 0.0, 21.0, 260.0, 45.0, 2.0, 524.0, 1.0, 0.0, 1.0, 170.0, 56.0, 0.0]",0.0
"[20.0, 22.0, 91.0, 0.0, 0.0, 47.0, 289.0, 7.0, 21.0, 2.0, 1539.0, 1.0, 37.0, 0.0, 22.0, 1.0, 33.0, 42.0, 0.0, 18.0, 246.0, 36.0, 2.0, 506.0, 0.0, 0.0, 0.0, 185.0, 78.0, 0.0]",0.0
"[38.0, 31.0, 114.0, 0.0, 0.0, 45.0, 379.0, 13.0, 32.0, 2.0, 1466.0, 0.0, 22.0, 5.0, 54.0, 2.0, 37.0, 68.0, 0.0, 13.0, 251.0, 59.0, 2.0, 545.0, 0.0, 0.0, 0.0, 213.0, 97.0, 0.0]",0.0
"[30.0, 31.0, 74.0, 0.0, 0.0, 23.0, 398.0, 16.0, 47.0, 4.0, 1506.0, 2.0, 19.0, 1.0, 25.0, 0.0, 39.0, 60.0, 0.0, 41.0, 220.0, 50.0, 0.0, 493.0, 1.0, 0.0, 2.0, 190.0, 78.0, 0.0]",3.0
"[23.0, 14.0, 53.0, 0.0, 0.0, 32.0, 354.0, 19.0, 31.0, 1.0, 1395.0, 2.0, 25.0, 0.0, 27.0, 2.0, 22.0, 60.0, 0.0, 40.0, 207.0, 64.0, 3.0, 455.0, 0.0, 2.0, 0.0, 169.0, 86.0, 0.0]",1.0
"[20.0, 15.0, 66.0, 1.0, 0.0, 25.0, 357.0, 12.0, 24.0, 5.0, 1309.0, 0.0, 18.0, 2.0, 28.0, 0.0, 39.0, 69.0, 1.0, 42.0, 179.0, 63.0, 1.0, 448.0, 0.0, 0.0, 0.0, 163.0, 80.0, 0.0]",0.0
"[22.0, 26.0, 72.0, 1.0, 1.0, 42.0, 351.0, 16.0, 34.0, 2.0, 3111.0, 1.0, 12.0, 1.0, 32.0, 6.0, 22.0, 50.0, 1.0, 24.0, 197.0, 64.0, 1.0, 486.0, 0.0, 0.0, 1.0, 180.0, 60.0, 0.0]",1.0
"[31.0, 25.0, 71.0, 1.0, 1.0, 44.0, 300.0, 9.0, 33.0, 2.0, 1236.0, 0.0, 17.0, 2.0, 23.0, 1.0, 27.0, 44.0, 0.0, 22.0, 207.0, 46.0, 2.0, 370.0, 0.0, 0.0, 0.0, 141.0, 58.0, 0.0]",0.0
"[20.0, 31.0, 80.0, 0.0, 0.0, 45.0, 358.0, 25.0, 23.0, 1.0, 1199.0, 0.0, 12.0, 1.0, 27.0, 2.0, 24.0, 66.0, 0.0, 24.0, 215.0, 49.0, 1.0, 420.0, 1.0, 1.0, 0.0, 160.0, 65.0, 0.0]",0.0
"[20.0, 23.0, 66.0, 1.0, 0.0, 33.0, 482.0, 14.0, 36.0, 0.0, 1590.0, 1.0, 13.0, 1.0, 27.0, 6.0, 29.0, 57.0, 0.0, 21.0, 208.0, 74.0, 1.0, 537.0, 1.0, 0.0, 0.0, 188.0, 83.0, 0.0]",1.0
"[21.0, 17.0, 70.0, 0.0, 0.0, 32.0, 374.0, 14.0, 31.0, 2.0, 1562.0, 1.0, 17.0, 2.0, 29.0, 2.0, 21.0, 50.0, 0.0, 21.0, 200.0, 70.0, 2.0, 497.0, 1.0, 0.0, 0.0, 145.0, 47.0, 0.0]",0.0
"[12.0, 33.0, 44.0, 0.0, 2.0, 31.0, 359.0, 24.0, 29.0, 2.0, 1648.0, 0.0, 13.0, 3.0, 26.0, 4.0, 30.0, 63.0, 0.0, 31.0, 195.0, 43.0, 2.0, 449.0, 0.0, 2.0, 0.0, 142.0, 57.0, 0.0]",4.0
"[16.0, 16.0, 58.0, 0.0, 0.0, 49.0, 376.0, 15.0, 38.0, 2.0, 1366.0, 1.0, 7.0, 0.0, 27.0, 3.0, 22.0, 47.0, 0.0, 21.0, 171.0, 58.0, 2.0, 426.0, 0.0, 1.0, 0.0, 161.0, 77.0, 0.0]",0.0
"[20.0, 20.0, 51.0, 0.0, 0.0, 38.0, 369.0, 16.0, 23.0, 0.0, 1204.0, 1.0, 18.0, 0.0, 37.0, 1.0, 23.0, 33.0, 0.0, 18.0, 181.0, 52.0, 3.0, 483.0, 0.0, 0.0, 1.0, 129.0, 66.0, 0.0]",1.0
"[12.0, 25.0, 75.0, 0.0, 0.0, 34.0, 367.0, 11.0, 28.0, 5.0, 1039.0, 1.0, 31.0, 1.0, 27.0, 0.0, 19.0, 46.0, 0.0, 26.0, 237.0, 55.0, 1.0, 455.0, 0.0, 0.0, 1.0, 141.0, 73.0, 0.0]",1.0
"[18.0, 32.0, 82.0, 0.0, 1.0, 47.0, 341.0, 7.0, 25.0, 4.0, 1136.0, 1.0, 11.0, 3.0, 38.0, 5.0, 15.0, 36.0, 0.0, 27.0, 228.0, 62.0, 0.0, 444.0, 1.0, 0.0, 0.0, 181.0, 79.0, 0.0]",0.0
"[25.0, 21.0, 91.0, 0.0, 1.0, 43.0, 420.0, 17.0, 29.0, 1.0, 1390.0, 1.0, 20.0, 1.0, 44.0, 2.0, 27.0, 59.0, 1.0, 28.0, 241.0, 70.0, 1.0, 539.0, 1.0, 3.0, 0.0, 190.0, 84.0, 0.0]",0.0
"[26.0, 22.0, 50.0, 2.0, 2.0, 35.0, 423.0, 23.0, 23.0, 7.0, 1483.0, 4.0, 18.0, 0.0, 32.0, 2.0, 26.0, 47.0, 0.0, 24.0, 184.0, 62.0, 3.0, 488.0, 0.0, 0.0, 0.0, 144.0, 83.0, 0.0]",0.0
"[23.0, 27.0, 56.0, 0.0, 0.0, 52.0, 394.0, 18.0, 35.0, 2.0, 1231.0, 3.0, 6.0, 1.0, 41.0, 3.0, 27.0, 42.0, 0.0, 18.0, 251.0, 46.0, 1.0, 533.0, 1.0, 2.0, 0.0, 118.0, 81.0, 0.0]",0.0
"[19.0, 23.0, 64.0, 0.0, 0.0, 52.0, 327.0, 14.0, 26.0, 0.0, 1979.0, 0.0, 12.0, 1.0, 34.0, 3.0, 23.0, 48.0, 0.0, 21.0, 193.0, 72.0, 2.0, 507.0, 1.0, 3.0, 0.0, 163.0, 80.0, 0.0]",0.0
"[21.0, 33.0, 61.0, 0.0, 0.0, 28.0, 389.0, 6.0, 52.0, 2.0, 1268.0, 2.0, 17.0, 0.0, 38.0, 2.0, 40.0, 44.0, 0.0, 19.0, 331.0, 64.0, 3.0, 634.0, 1.0, 3.0, 0.0, 130.0, 82.0, 0.0]",0.0
"[28.0, 23.0, 66.0, 1.0, 0.0, 69.0, 362.0, 9.0, 29.0, 0.0, 1196.0, 1.0, 12.0, 0.0, 44.0, 3.0, 30.0, 49.0, 0.0, 28.0, 254.0, 50.0, 1.0, 530.0, 0.0, 3.0, 1.0, 126.0, 74.0, 0.0]",0.0
"[26.0, 30.0, 66.0, 2.0, 0.0, 41.0, 316.0, 14.0, 21.0, 3.0, 1299.0, 1.0, 17.0, 1.0, 35.0, 3.0, 29.0, 41.0, 0.0, 23.0, 216.0, 42.0, 5.0, 487.0, 0.0, 7.0, 0.0, 187.0, 62.0, 0.0]",0.0
"[21.0, 31.0, 74.0, 0.0, 0.0, 35.0, 371.0, 20.0, 62.0, 2.0, 1395.0, 3.0, 16.0, 2.0, 41.0, 2.0, 25.0, 58.0, 0.0, 34.0, 258.0, 81.0, 6.0, 559.0, 1.0, 3.0, 1.0, 253.0, 64.0, 0.0]",0.0
"[26.0, 13.0, 56.0, 2.0, 1.0, 35.0, 385.0, 18.0, 21.0, 2.0, 1120.0, 3.0, 13.0, 3.0, 38.0, 3.0, 24.0, 55.0, 0.0, 18.0, 217.0, 55.0, 0.0, 534.0, 1.0, 3.0, 0.0, 165.0, 64.0, 0.0]",1.0
"[27.0, 25.0, 46.0, 0.0, 0.0, 46.0, 380.0, 15.0, 42.0, 3.0, 1303.0, 2.0, 9.0, 1.0, 31.0, 2.0, 19.0, 43.0, 0.0, 27.0, 245.0, 58.0, 3.0, 544.0, 0.0, 0.0, 0.0, 195.0, 68.0, 0.0]",1.0
"[21.0, 23.0, 48.0, 0.0, 1.0, 35.0, 342.0, 10.0, 25.0, 2.0, 1322.0, 2.0, 27.0, 0.0, 39.0, 6.0, 29.0, 41.0, 0.0, 41.0, 234.0, 49.0, 7.0, 514.0, 0.0, 3.0, 1.0, 164.0, 43.0, 0.0]",0.0
"[29.0, 20.0, 63.0, 0.0, 1.0, 38.0, 394.0, 18.0, 29.0, 2.0, 1275.0, 2.0, 20.0, 2.0, 35.0, 0.0, 22.0, 50.0, 0.0, 35.0, 222.0, 50.0, 3.0, 841.0, 0.0, 2.0, 1.0, 179.0, 61.0, 0.0]",1.0
"[13.0, 13.0, 73.0, 2.0, 1.0, 34.0, 355.0, 9.0, 32.0, 2.0, 1126.0, 0.0, 18.0, 0.0, 35.0, 0.0, 24.0, 64.0, 0.0, 27.0, 292.0, 75.0, 1.0, 600.0, 0.0, 1.0, 0.0, 167.0, 61.0, 0.0]",0.0
"[27.0, 26.0, 56.0, 0.0, 0.0, 39.0, 353.0, 11.0, 27.0, 3.0, 1251.0, 0.0, 7.0, 25.0, 23.0, 0.0, 23.0, 54.0, 0.0, 22.0, 204.0, 77.0, 1.0, 723.0, 0.0, 7.0, 0.0, 171.0, 64.0, 0.0]",0.0
"[16.0, 22.0, 68.0, 0.0, 0.0, 33.0, 407.0, 12.0, 33.0, 1.0, 1271.0, 2.0, 21.0, 17.0, 29.0, 3.0, 29.0, 68.0, 0.0, 9.0, 241.0, 86.0, 0.0, 731.0, 0.0, 3.0, 1.0, 204.0, 73.0, 0.0]",1.0
"[15.0, 23.0, 54.0, 1.0, 0.0, 35.0, 387.0, 18.0, 32.0, 0.0, 1532.0, 3.0, 16.0, 13.0, 28.0, 1.0, 27.0, 45.0, 0.0, 31.0, 258.0, 72.0, 1.0, 637.0, 1.0, 3.0, 0.0, 129.0, 69.0, 0.0]",2.0
"[16.0, 16.0, 61.0, 1.0, 1.0, 45.0, 337.0, 9.0, 30.0, 5.0, 1564.0, 1.0, 15.0, 6.0, 35.0, 2.0, 32.0, 43.0, 0.0, 16.0, 246.0, 70.0, 2.0, 510.0, 3.0, 4.0, 1.0, 169.0, 75.0, 0.0]",10.0
"[15.0, 25.0, 72.0, 0.0, 0.0, 31.0, 494.0, 16.0, 30.0, 1.0, 1293.0, 4.0, 19.0, 3.0, 28.0, 1.0, 46.0, 35.0, 0.0, 35.0, 227.0, 59.0, 1.0, 545.0, 1.0, 2.0, 1.0, 211.0, 58.0, 0.0]",1.0
"[25.0, 14.0, 60.0, 0.0, 0.0, 39.0, 370.0, 16.0, 49.0, 1.0, 1228.0, 2.0, 23.0, 1.0, 20.0, 3.0, 21.0, 48.0, 0.0, 21.0, 249.0, 44.0, 2.0, 594.0, 0.0, 2.0, 0.0, 170.0, 69.0, 0.0]",0.0
"[16.0, 20.0, 66.0, 0.0, 0.0, 43.0, 363.0, 18.0, 29.0, 0.0, 1670.0, 0.0, 15.0, 1.0, 44.0, 2.0, 28.0, 31.0, 0.0, 29.0, 254.0, 47.0, 0.0, 453.0, 0.0, 3.0, 0.0, 159.0, 66.0, 0.0]",1.0
"[15.0, 45.0, 77.0, 1.0, 1.0, 45.0, 384.0, 8.0, 36.0, 1.0, 1233.0, 1.0, 16.0, 5.0, 40.0, 0.0, 27.0, 45.0, 0.0, 26.0, 243.0, 54.0, 2.0, 543.0, 0.0, 1.0, 0.0, 179.0, 58.0, 0.0]",0.0
"[28.0, 42.0, 77.0, 0.0, 1.0, 50.0, 475.0, 18.0, 25.0, 2.0, 1407.0, 1.0, 11.0, 1.0, 36.0, 4.0, 37.0, 70.0, 0.0, 32.0, 265.0, 51.0, 4.0, 562.0, 0.0, 0.0, 0.0, 218.0, 63.0, 0.0]",0.0
"[14.0, 26.0, 63.0, 0.0, 0.0, 40.0, 461.0, 12.0, 36.0, 0.0, 1297.0, 2.0, 7.0, 2.0, 25.0, 6.0, 37.0, 50.0, 0.0, 36.0, 268.0, 52.0, 0.0, 584.0, 0.0, 0.0, 0.0, 179.0, 68.0, 0.0]",0.0
"[19.0, 22.0, 69.0, 1.0, 0.0, 49.0, 419.0, 17.0, 31.0, 2.0, 1269.0, 5.0, 17.0, 0.0, 27.0, 2.0, 34.0, 52.0, 0.0, 19.0, 276.0, 64.0, 4.0, 543.0, 0.0, 0.0, 1.0, 194.0, 67.0, 0.0]",1.0
"[20.0, 32.0, 55.0, 1.0, 0.0, 39.0, 414.0, 20.0, 31.0, 1.0, 1236.0, 1.0, 16.0, 3.0, 28.0, 4.0, 44.0, 51.0, 0.0, 30.0, 257.0, 48.0, 2.0, 505.0, 0.0, 0.0, 0.0, 175.0, 72.0, 0.0]",0.0
"[17.0, 26.0, 76.0, 1.0, 0.0, 24.0, 396.0, 18.0, 35.0, 0.0, 1278.0, 0.0, 14.0, 3.0, 39.0, 3.0, 36.0, 59.0, 0.0, 24.0, 252.0, 61.0, 1.0, 448.0, 2.0, 0.0, 1.0, 267.0, 70.0, 0.0]",0.0
"[18.0, 37.0, 50.0, 0.0, 0.0, 27.0, 431.0, 13.0, 28.0, 0.0, 1083.0, 1.0, 13.0, 0.0, 28.0, 1.0, 35.0, 58.0, 0.0, 16.0, 248.0, 42.0, 0.0, 443.0, 2.0, 1.0, 0.0, 302.0, 55.0, 0.0]",0.0
"[16.0, 30.0, 58.0, 0.0, 1.0, 63.0, 511.0, 15.0, 30.0, 2.0, 1337.0, 1.0, 12.0, 0.0, 28.0, 0.0, 21.0, 42.0, 0.0, 14.0, 244.0, 39.0, 1.0, 436.0, 1.0, 1.0, 1.0, 163.0, 67.0, 0.0]",1.0
"[27.0, 26.0, 98.0, 0.0, 0.0, 37.0, 515.0, 13.0, 33.0, 0.0, 1380.0, 0.0, 16.0, 1.0, 41.0, 1.0, 29.0, 48.0, 0.0, 20.0, 241.0, 52.0, 1.0, 465.0, 2.0, 2.0, 0.0, 247.0, 65.0, 0.0]",0.0
"[10.0, 29.0, 37.0, 0.0, 0.0, 41.0, 434.0, 13.0, 26.0, 1.0, 1200.0, 0.0, 12.0, 0.0, 19.0, 4.0, 37.0, 47.0, 0.0, 16.0, 212.0, 56.0, 1.0, 411.0, 1.0, 1.0, 0.0, 210.0, 78.0, 0.0]",0.0
"[13.0, 27.0, 50.0, 0.0, 0.0, 28.0, 385.0, 17.0, 24.0, 1.0, 1179.0, 0.0, 10.0, 7.0, 28.0, 2.0, 35.0, 53.0, 0.0, 19.0, 232.0, 43.0, 1.0, 429.0, 1.0, 1.0, 0.0, 192.0, 78.0, 0.0]",1.0
"[18.0, 12.0, 66.0, 0.0, 0.0, 22.0, 431.0, 13.0, 21.0, 1.0, 1129.0, 6.0, 15.0, 1.0, 27.0, 7.0, 31.0, 63.0, 0.0, 22.0, 236.0, 65.0, 1.0, 444.0, 1.0, 0.0, 1.0, 176.0, 98.0, 0.0]",0.0
"[17.0, 14.0, 56.0, 0.0, 0.0, 22.0, 375.0, 8.0, 27.0, 2.0, 1393.0, 1.0, 15.0, 15.0, 36.0, 6.0, 51.0, 61.0, 0.0, 21.0, 305.0, 65.0, 2.0, 464.0, 1.0, 0.0, 1.0, 191.0, 60.0, 0.0]",0.0
"[16.0, 31.0, 77.0, 0.0, 1.0, 44.0, 429.0, 10.0, 38.0, 1.0, 1328.0, 0.0, 6.0, 2.0, 21.0, 2.0, 29.0, 64.0, 0.0, 18.0, 210.0, 52.0, 1.0, 480.0, 0.0, 1.0, 0.0, 212.0, 83.0, 0.0]",1.0
"[16.0, 31.0, 69.0, 0.0, 0.0, 49.0, 377.0, 15.0, 32.0, 1.0, 1258.0, 1.0, 11.0, 2.0, 34.0, 3.0, 28.0, 39.0, 0.0, 21.0, 188.0, 50.0, 2.0, 479.0, 1.0, 2.0, 1.0, 267.0, 95.0, 0.0]",0.0
"[20.0, 25.0, 61.0, 1.0, 0.0, 49.0, 482.0, 12.0, 17.0, 1.0, 2150.0, 2.0, 20.0, 2.0, 19.0, 1.0, 23.0, 42.0, 0.0, 27.0, 222.0, 64.0, 0.0, 579.0, 0.0, 1.0, 0.0, 194.0, 74.0, 0.0]",0.0
"[19.0, 26.0, 61.0, 0.0, 0.0, 29.0, 381.0, 16.0, 36.0, 2.0, 2420.0, 3.0, 9.0, 1.0, 21.0, 3.0, 30.0, 75.0, 0.0, 27.0, 261.0, 56.0, 4.0, 519.0, 0.0, 1.0, 0.0, 223.0, 71.0, 0.0]",0.0
"[20.0, 35.0, 64.0, 0.0, 0.0, 24.0, 394.0, 14.0, 34.0, 2.0, 1547.0, 0.0, 13.0, 2.0, 24.0, 4.0, 31.0, 73.0, 1.0, 35.0, 265.0, 119.0, 2.0, 509.0, 1.0, 3.0, 0.0, 170.0, 75.0, 0.0]",0.0
"[25.0, 21.0, 70.0, 1.0, 1.0, 26.0, 326.0, 10.0, 35.0, 4.0, 1529.0, 0.0, 15.0, 2.0, 34.0, 2.0, 27.0, 76.0, 0.0, 28.0, 296.0, 66.0, 0.0, 427.0, 1.0, 1.0, 0.0, 240.0, 76.0, 0.0]",2.0
"[21.0, 18.0, 62.0, 0.0, 0.0, 33.0, 315.0, 16.0, 33.0, 4.0, 1309.0, 1.0, 17.0, 0.0, 28.0, 7.0, 32.0, 69.0, 0.0, 21.0, 333.0, 50.0, 1.0, 445.0, 0.0, 2.0, 2.0, 222.0, 72.0, 0.0]",2.0
"[17.0, 21.0, 85.0, 0.0, 0.0, 27.0, 361.0, 11.0, 30.0, 1.0, 1155.0, 1.0, 10.0, 1.0, 38.0, 0.0, 29.0, 66.0, 0.0, 21.0, 242.0, 44.0, 1.0, 387.0, 0.0, 0.0, 0.0, 169.0, 67.0, 0.0]",1.0
"[26.0, 21.0, 71.0, 0.0, 0.0, 38.0, 291.0, 15.0, 33.0, 3.0, 1360.0, 1.0, 11.0, 1.0, 20.0, 3.0, 20.0, 56.0, 0.0, 23.0, 214.0, 48.0, 2.0, 380.0, 0.0, 0.0, 0.0, 266.0, 74.0, 0.0]",0.0
"[28.0, 19.0, 101.0, 0.0, 1.0, 29.0, 379.0, 19.0, 34.0, 2.0, 1340.0, 0.0, 8.0, 1.0, 61.0, 11.0, 32.0, 70.0, 0.0, 23.0, 263.0, 64.0, 3.0, 463.0, 0.0, 1.0, 0.0, 247.0, 73.0, 0.0]",1.0
"[29.0, 38.0, 75.0, 0.0, 0.0, 46.0, 375.0, 37.0, 20.0, 1.0, 1355.0, 2.0, 17.0, 1.0, 31.0, 3.0, 31.0, 92.0, 0.0, 37.0, 324.0, 59.0, 1.0, 364.0, 1.0, 0.0, 0.0, 250.0, 57.0, 0.0]",0.0
"[19.0, 29.0, 80.0, 0.0, 0.0, 188.0, 382.0, 19.0, 44.0, 1.0, 1204.0, 1.0, 21.0, 2.0, 38.0, 2.0, 26.0, 57.0, 0.0, 24.0, 269.0, 43.0, 1.0, 375.0, 1.0, 2.0, 1.0, 244.0, 94.0, 0.0]",4.0
"[23.0, 42.0, 276.0, 0.0, 0.0, 37.0, 334.0, 17.0, 131.0, 2.0, 1126.0, 3.0, 7.0, 1.0, 52.0, 0.0, 30.0, 77.0, 0.0, 36.0, 389.0, 66.0, 2.0, 377.0, 0.0, 1.0, 0.0, 304.0, 72.0, 0.0]",0.0
"[27.0, 21.0, 86.0, 1.0, 0.0, 23.0, 292.0, 13.0, 42.0, 1.0, 1326.0, 0.0, 14.0, 3.0, 28.0, 1.0, 28.0, 57.0, 0.0, 26.0, 324.0, 57.0, 1.0, 384.0, 0.0, 0.0, 0.0, 228.0, 85.0, 0.0]",1.0
"[20.0, 37.0, 54.0, 0.0, 0.0, 25.0, 322.0, 20.0, 31.0, 1.0, 1326.0, 0.0, 121.0, 2.0, 37.0, 1.0, 44.0, 65.0, 1.0, 26.0, 269.0, 56.0, 1.0, 452.0, 0.0, 0.0, 2.0, 281.0, 71.0, 0.0]",1.0
"[20.0, 33.0, 70.0, 0.0, 0.0, 40.0, 343.0, 15.0, 22.0, 1.0, 1381.0, 3.0, 14.0, 1.0, 33.0, 2.0, 25.0, 54.0, 0.0, 24.0, 221.0, 43.0, 1.0, 433.0, 0.0, 1.0, 1.0, 231.0, 64.0, 0.0]",0.0
"[22.0, 30.0, 80.0, 0.0, 1.0, 19.0, 339.0, 9.0, 40.0, 4.0, 1428.0, 1.0, 13.0, 3.0, 35.0, 0.0, 25.0, 58.0, 0.0, 30.0, 253.0, 45.0, 0.0, 470.0, 0.0, 0.0, 0.0, 279.0, 97.0, 0.0]",0.0
"[23.0, 36.0, 209.0, 2.0, 0.0, 35.0, 353.0, 18.0, 34.0, 1.0, 1440.0, 4.0, 23.0, 3.0, 32.0, 5.0, 33.0, 64.0, 0.0, 31.0, 408.0, 55.0, 1.0, 435.0, 2.0, 0.0, 2.0, 267.0, 61.0, 0.0]",2.0
"[17.0, 22.0, 60.0, 0.0, 0.0, 33.0, 333.0, 22.0, 36.0, 1.0, 1291.0, 0.0, 15.0, 1.0, 30.0, 4.0, 21.0, 66.0, 0.0, 38.0, 320.0, 65.0, 1.0, 363.0, 0.0, 3.0, 0.0, 231.0, 76.0, 0.0]",1.0
"[28.0, 24.0, 107.0, 1.0, 0.0, 24.0, 347.0, 9.0, 47.0, 1.0, 1222.0, 1.0, 18.0, 1.0, 33.0, 2.0, 36.0, 75.0, 1.0, 19.0, 280.0, 35.0, 2.0, 356.0, 1.0, 1.0, 0.0, 212.0, 61.0, 0.0]",1.0
"[12.0, 17.0, 81.0, 0.0, 1.0, 28.0, 334.0, 11.0, 33.0, 2.0, 1231.0, 0.0, 12.0, 0.0, 49.0, 3.0, 38.0, 58.0, 0.0, 21.0, 326.0, 41.0, 1.0, 350.0, 1.0, 0.0, 0.0, 238.0, 52.0, 0.0]",0.0
"[20.0, 20.0, 88.0, 2.0, 0.0, 35.0, 344.0, 9.0, 28.0, 2.0, 1184.0, 3.0, 11.0, 2.0, 31.0, 2.0, 28.0, 71.0, 0.0, 28.0, 266.0, 49.0, 2.0, 314.0, 0.0, 1.0, 0.0, 203.0, 70.0, 0.0]",0.0
